0.000000000000000000e+00,3.920858291000000051e+00,8.000000000000000000e+00
1.000000000000000000e+00,4.438562939999999735e+00,2.000000000000000000e+00
0.000000000000000000e+00,4.053660690000000066e+00,1.000000000000000000e+00
2.408257850000000033e+00,4.956704839999999557e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.323231428999999792e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.333325211000000010e+00,1.000000000000000000e+00
3.849448164000000006e+00,4.597178792000000236e+00,0.000000000000000000e+00
3.095795255000000079e+00,4.450212064999999662e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.481260752999999930e+00,2.000000000000000000e+00
0.000000000000000000e+00,4.631028083000000350e+00,5.000000000000000000e+00
0.000000000000000000e+00,4.726147702999999645e+00,2.000000000000000000e+00
0.000000000000000000e+00,4.339537442000000134e+00,6.000000000000000000e+00
0.000000000000000000e+00,3.121928094999999903e+00,0.000000000000000000e+00
2.446439344999999932e+00,4.511560795000000290e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.280394654000000187e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.664497778999999955e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.957373655000000046e+00,0.000000000000000000e+00
3.501087779000000122e+00,4.975697710000000384e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.275348777999999683e+00,9.000000000000000000e+00
3.915921768000000025e+00,4.893950878000000060e+00,0.000000000000000000e+00
2.584962501000000135e+00,4.280693632000000193e+00,2.000000000000000000e+00
0.000000000000000000e+00,4.593542679999999656e+00,2.000000000000000000e+00
0.000000000000000000e+00,3.826874881999999811e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.419381946000000116e+00,2.000000000000000000e+00
3.422237931000000177e+00,4.892718475999999761e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.058813889999999702e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.521640635999999880e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.064917484000000414e+00,2.000000000000000000e+00
2.000000000000000000e+00,4.294246013000000417e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.897407620000000072e+00,3.000000000000000000e+00
2.688686210999999826e+00,4.482795053000000252e+00,2.000000000000000000e+00
1.435031549999999934e+00,4.665791349000000032e+00,2.000000000000000000e+00
0.000000000000000000e+00,4.195706687999999573e+00,7.000000000000000000e+00
3.281828695999999823e+00,5.138866371999999849e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.286592373999999595e+00,5.000000000000000000e+00
0.000000000000000000e+00,3.683542361999999848e+00,1.000000000000000000e+00
3.212893944000000168e+00,4.827561726999999969e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.787143960999999948e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.616874606000000103e+00,1.000000000000000000e+00
3.077819530999999831e+00,4.530849940000000409e+00,3.000000000000000000e+00
1.584962500999999913e+00,4.155651552000000137e+00,3.000000000000000000e+00
2.725480557000000026e+00,3.614369445999999986e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.734521664999999935e+00,1.000000000000000000e+00
2.341182847999999872e+00,4.482289236999999815e+00,0.000000000000000000e+00
2.683542361999999848e+00,4.591929930000000049e+00,3.000000000000000000e+00
0.000000000000000000e+00,3.182005815000000126e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.452819530999999831e+00,2.000000000000000000e+00
3.944082653000000160e+00,5.248281116000000246e+00,1.000000000000000000e+00
3.396544136000000158e+00,4.773958169000000140e+00,0.000000000000000000e+00
1.921928094999999947e+00,2.622847358000000018e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.053660690000000066e+00,1.000000000000000000e+00
4.746239188999999747e+00,4.805796543999999670e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.646078253999999852e+00,4.000000000000000000e+00
3.745670872999999901e+00,5.035212108999999714e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.237983158999999667e+00,5.000000000000000000e+00
0.000000000000000000e+00,4.037401198000000413e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.817052924999999597e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.750000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.921938245999999850e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.324862958000000202e+00,0.000000000000000000e+00
3.086133768999999916e+00,4.807436886999999714e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.568465630999999583e+00,0.000000000000000000e+00
1.753445297999999930e+00,4.241729297000000010e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.413412013000000300e+00,8.000000000000000000e+00
2.210964047000000043e+00,4.257319114999999599e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.918208433999999851e+00,3.000000000000000000e+00
2.725480557000000026e+00,3.911306145999999817e+00,2.000000000000000000e+00
0.000000000000000000e+00,4.053660690000000066e+00,1.000000000000000000e+00
1.500000000000000000e+00,3.734521664999999935e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.584962501000000135e+00,0.000000000000000000e+00
3.000000000000000000e+00,4.610307331999999647e+00,1.000000000000000000e+00
1.546293348000000067e+00,4.432185244000000246e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.079950388000000316e+00,4.000000000000000000e+00
1.468067502000000024e+00,4.790477169999999951e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.937179502000000220e+00,3.000000000000000000e+00
3.936180434000000172e+00,4.766624569000000200e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.721928094999999992e+00,1.000000000000000000e+00
3.410417252999999871e+00,4.211744090999999912e+00,0.000000000000000000e+00
1.315900926000000082e+00,4.909208431999999789e+00,1.000000000000000000e+00
2.586778631000000050e+00,4.495906598000000365e+00,0.000000000000000000e+00
