16.2942012382,24.4079380405,-40.4437864284,-9.9492030022,-4.7537764902,-16.8308761333,11.5332412805,0.8767397627,-1.7847693244,7.2465051738,-8.5222920753,4.777340877,9.0282017076,0.0552874626,0.0136417028,0.0246923415,0.0060942671,1578.5229557393,232.3822034266,0.2575685297,0.0477608687,0.6082562052,0.4602961563,0.0479219791,0.017088701,24.447699505,18.5705203943,2760.1367114595,1657.8901103978
17.8030405158,-13.458666419,-27.526487244,-12.6342026268,23.4803071902,-47.1535888224,14.5631187805,-0.0417907436,3.8545624425,-17.4961868593,-6.2084888252,11.1716367061,-10.2020779585,0.2889504076,0.0939866747,0.0301692095,0.0335098292,6692.202191424,1985.7955210335,0.2983959907,0.2672294291,1.91755651,4.1208441774,0.048719035,0.0371425357,36.5216053656,37.7946396176,9566.898042207,3393.8400784797
13.9208406202,-12.3224739923,-24.7804939917,-14.3042360435,30.950529549,-49.1234070386,37.0219556717,-16.902270159,-9.9558683226,20.5217396193,-19.8791692908,11.7221018186,-4.2668775136,0.1852513687,0.0673866607,0.0024318243,0.0015193795,5549.7731689655,686.1103505433,0.0375250753,0.0159606502,0.0089875488,0.0191642606,0.0565857788,0.0431075464,108.1208995516,92.1578106943,10933.8649431626,4310.8274415077
17.505684116,-33.2366196487,-7.6422502936,3.8674707445,3.6938919428,1.0720770834,-3.2707835105,0.1819732609,-2.1918964668,-3.2992184996,-2.6991040664,0.2140208297,-1.9532942351,0.036686481,0.045404612,0.0192357335,0.0061355974,3636.8497233162,292.684074407,0.222495834,0.1042940063,0.5620999196,0.3671296659,0.1332160055,0.0248231069,321.9742283918,69.8399045875,7540.972921434,3160.1192570913
15.6805345346,-6.5405489835,-35.3701211228,-22.778896501,32.3926468983,-49.8292466071,31.0635087384,-4.9714769715,-9.2106569554,12.7007561239,0.5258778272,-2.7013638606,-3.0528383049,0.0012027742,0.0063214499,0.0173344365,0.0013167985,3937.2936559962,512.3425014774,0.1227522386,0.0195854711,0.5038097129,0.0623320531,0.2392693242,0.0581388841,356.8375929243,23.9918075739,9305.1119896538,4164.356370543
20.3160545868,-3.6207559564,-32.4794796396,-21.0244908342,32.5534596544,-52.9461136356,29.6140197609,-3.6345343545,-6.7938246398,11.3495927277,-2.603634187,-5.4839120051,-3.537200829,0.1180794155,0.038693912,0.0755446661,0.0373149683,4937.6325326487,426.6764024064,1.0001856067,0.2351139243,8.3728584411,14.0794781827,0.0878514132,0.0284488795,196.8600806314,74.2294080277,10053.0948448683,4089.089602356
19.5353362504,-25.7622362631,-34.5600604106,34.8329301317,-24.4090987802,3.1025200465,13.3444987224,-11.0645217763,-17.3370072749,18.4540428742,-6.4125994968,8.589064401,-6.3870463755,0.2827111278,0.0255090957,0.0279827193,0.0167893187,5805.3277547682,394.8959527466,0.3855133459,0.1910326975,0.9037020064,1.4835809913,0.0333103222,0.0116863032,20.7176642486,17.2854632814,7612.2126091485,2591.5104502224
13.8924558438,-16.1089318666,-25.8002729897,-16.9308360026,28.9430394903,-51.3485090965,38.4004355624,-16.0402238145,-9.2181024786,20.0374483123,-20.6963068097,11.0437742653,-3.4841306741,0.2337298429,0.0806322839,0.001579807,0.0007784946,6334.8825971371,455.9415162769,0.0276029243,0.0029129171,0.0036074159,0.0171555287,0.0522123107,0.0398519532,120.5671790537,106.217102445,11493.8160417477,4255.3137486864
13.7844466674,-17.3137587052,-26.842067363,-17.0354392055,28.7936556935,-51.235024409,37.471789162,-17.9972112453,-10.9599661164,20.1943313117,-20.9185424166,11.4856465245,-4.0232785994,0.3204065812,0.0256322476,0.0011500213,0.0001665742,6751.187116986,241.3571566684,0.025405994,0.0038514066,0.0007688813,0.0003771577,0.0154236576,0.0086701591,10.0514838039,22.2321850256,11682.118108373,4100.8633785307
16.3725560148,-2.9275784137,-33.6362191019,-24.6038950526,30.9452497716,-49.7257684075,33.6481346911,-1.2795444527,-4.8776131604,12.9595403981,0.1690088239,-5.4355811181,-4.7506641023,0.0189897896,0.0207785854,0.0183583503,0.003743059,4107.9778421809,456.7192397251,0.1692926094,0.0276533987,0.5448509098,0.2231651361,0.1669879055,0.0312136879,316.2694044403,51.1134163862,9195.9932835389,4017.1279256771
