-5456.3,-582.05,-479.3,-343.48,1
3150.6,-1647.7,1337.1,-168.89,1
4008.5,-196.96,-353.72,-74.292,1
-54.817,-225.8,-689.78,-263.58,1
1854.2,557.44,-650.8,-248.18,1
2915,-91.61,-603.36,-60.914,1
811.09,-2104.4,-16.468,348.5,1
4810.7,-724.24,-456.83,152.04,1
5108.9,-1126.2,-588.53,280.37,1
1795.9,312.33,-644.67,-193.62,1
2291.2,252.75,-721.67,-96.636,1
2278.7,301.72,-643.96,-138.86,1
2209.5,6.7049,-499.51,-144.13,1
2692,350.59,-621.5,-182.74,1
2404.7,-49.776,-595.88,-103.89,1
1055.4,-952.97,-145.64,185.68,1
1968.2,288.9,-774.8,-116.86,1
-536.55,-109.76,-569.6,-384.2,1
5312.4,-739.23,-131.31,320.77,1
2435.4,259.71,-234.84,-31.009,1
4085.9,17.263,-510.7,32.049,1
-404.07,-167.07,-616.65,-325.54,1
2463.6,29.793,-625.31,-122.15,1
5401.3,-213.63,-134.31,157.37,1
2715.1,148.98,-113.31,214.01,1
1399.6,-35.66,407.72,67.073,1
739.12,-1840.8,-265.26,-164.45,1
-788.81,-140.95,516.27,-542.2,1
2484.3,-540.78,795.35,235.66,1
5201,98.853,-413.35,97.014,1
10396,-210.59,2127.7,-246.36,1
2422.5,-757.02,1010.8,-205.2,1
2045.3,637.57,-322.12,6.5483,1
2747.5,-390.44,286.23,155.25,1
8605.2,8.1478,150.99,59.187,1
6756.2,-1908.8,315.55,116.19,1
4288.6,-1273.7,10.774,7.926,1
2673.2,-1149.5,327.75,121.63,1
451.59,-709.46,331.32,-156.76,1
697.63,232.77,81.965,525.28,1
2953.9,887.6,-578.64,-207.69,1
2796.7,-1073.1,650.56,-163.63,1
-181.69,-192.74,-665.73,-290.93,1
3624,-262.11,-420.44,131.37,1
932.55,383.25,623.97,148.49,1
2512.6,-2395.3,429.88,242.89,1
3448.8,-1503.5,695.36,122.76,1
3275.5,-1066.3,362.28,263.46,1
-438.89,-166.08,159.35,-112.21,1
1735.6,-1518,273.67,56.725,1
-3421,843.96,710.89,162.36,1
5643.1,1164.5,-358.03,-143.11,1
1780.5,-1041.2,300.11,304.38,1
-4201.6,284.52,709.73,-268,1
4589.1,-680.53,218.28,-161.6,1
-607.67,249.13,31.292,193.29,1
-834.14,128.44,70.453,-115.19,1
-578.53,-119.68,-192.34,104.1,1
-2415.8,50.534,485.88,-506.14,1
2094.1,50.36,16.015,-102.52,1
1223.9,285.61,88.42,-144.61,1
459.6,-623.26,452.72,-214.41,1
4225.5,1000.5,-409.6,-83.642,1
-1924.1,-288.17,675.6,-240.93,1
3623.4,-1659.1,-188.85,119.57,1
1531.4,-848.61,395.3,-36.004,1
1829.8,-607.96,324.44,-126.16,1
1342.3,-936.96,-125.94,-218.86,1
513.51,-598.39,-210.22,-362.41,1
8699.2,657.28,-633.41,220.47,1
8235.7,780.95,-563.24,128.63,1
-2972.3,560.58,165.1,-58.802,1
-18.099,-284,281.53,-211.15,1
-1920.4,-177.62,-103.5,-65.731,1
-504.13,-453.96,10.282,-40.185,1
-1397.4,935.52,-70.32,-10.326,1
3013.5,-676.15,148.93,238.15,1
-4182.7,814.8,660.38,82.061,1
1896.1,-1876.4,-147.7,-26.737,1
2062.5,-1857.8,-139.26,44.427,1
4861.3,-3532.9,-164.24,303.95,1
2780.5,-1553.7,-293.87,161.01,1
5403.9,-2343.7,517.88,-74.281,1
2319.5,-328.67,-129.48,565.85,1
4796.1,-643.17,-429.84,122.7,1
1199.2,-293.22,203.99,-235.83,1
1619.3,-557.33,577.28,-295.61,1
-327.86,-94.479,168.49,-398.59,1
304.4,-561.3,-39.809,-123.28,1
558.82,-707.64,68.33,14.282,1
-511.59,-269.77,205.18,-309.86,1
2224.5,309.4,-841.69,-75.679,1
971.78,400.41,-418.18,-259.83,1
371.95,-135.28,68.404,-204.84,1
-1573.3,709.9,391.39,-245.57,1
4753.4,-600.41,-435.77,119.4,1
3127.2,-2152.4,108.53,220.77,1
-2877.4,45.661,338.44,-22.482,1
1889.3,-1317.5,162.3,-8.6849,1
397.13,-1789.2,145.51,138.28,1
-1978.5,189.03,7.6139,-53.803,1
2051.9,119.56,117.96,-71.714,1
-1294.9,1103.1,-8.8594,650.42,1
8500.6,700.9,-515.87,139.43,1
-569.37,78.104,-103.4,-309.36,1
3844.8,-69.849,-259.29,-142.05,1
5385.3,-1387.7,-251.08,505.44,1
4866.4,-767.64,-499.33,184,1
2284.4,343.38,-781.23,-111.24,1
2224.3,323.53,-691.75,-142.94,1
1993.5,325.31,-718.38,-145.01,1
1843.3,168.19,-575.71,-141.18,1
1760.7,360.4,-267.61,-378.29,1
1912.5,212.95,-475.19,-217.84,1
1926.4,255.48,-666.05,-161.71,1
1997.1,288.6,-728.26,-127.32,1
-4355.3,-37.971,74.341,149.41,2
-1545.8,412.73,96.407,359.33,2
-4750.6,85.594,-222.26,-60.325,2
1354.4,705.64,-314.36,-166.32,2
2961.4,1644.3,400.71,-170.89,2
2234.3,1345.6,118.4,-183.33,2
3102.2,1355.8,-247.12,94.183,2
36.904,229.28,-163.96,-93.793,2
-3217.3,698.84,-7.3267,354.36,2
-5788.7,-571.43,-229.41,-27.83,2
-5162.2,204.39,-68.666,620.89,2
-3522.6,-475.18,190.78,81.884,2
-4252.3,293.07,51.781,504.65,2
-1586.6,693.55,-87.153,127.11,2
6600.3,1467.5,647.13,-288.28,2
-1956.9,-121.14,-135.12,132.3,2
-1895.4,237.09,-83.936,36.615,2
-268.57,-220.57,45.037,42.593,2
-2605.8,-529.51,-283.18,-58.492,2
3583.6,873.02,130.75,-38.932,2
-3417.4,152.75,285.97,77.206,2
-4497,2.6632,-242.75,135.42,2
2910.6,937.59,304.22,-101.24,2
-5628.9,-187.58,134.17,-58.706,2
-4394.6,679.76,-16.872,499.6,2
