0.49427,2.1327,-1.6128,-0.20046,-0.21739,-0.18088,0.4409,0.21768,0.28488,0.056673,-0.14906,-0.077106,1.7282,-0.66757,-1.174,0.062509,-0.74534,-1.325,-1.3709,0.32338,-0.78565,-0.26533,-0.43166,-0.60299,-0.78027,-0.83156,-1.0656,-1.3824,-1.9391,1
1.297,-0.49538,-0.60745,-0.3535,1.1408,-1.5179,0.61569,0.16006,0.90193,-2.5943,0.062868,0.64154,-1.2288,2.2767,2.2936,0.26484,0.68522,1.665,2.7234,0.54519,0.81796,-0.064814,-0.048664,-0.59183,-0.15164,-0.69073,-0.4029,0.66915,-0.24376,1
-0.76834,-0.41653,-0.39373,-0.44869,1.5001,-1.6048,1.9113,-0.89756,-0.60918,1.479,-1.1893,0.70341,-0.31619,0.97002,1.1456,-0.75987,-0.98407,0.99704,-0.31141,-0.87208,-1.018,-0.3571,-0.47781,-0.48169,0.035345,0.14443,1.4711,1.0812,0.65177,1
1.1388,-1.8681,0.94012,0.58707,0.18898,0.60851,-0.41312,0.1741,0.24034,-1.0732,0.3843,-0.58997,0.039577,-0.90195,0.19683,-0.13908,-0.74319,-0.1215,-1.2301,0.13284,-0.37257,-0.27239,-0.44141,0.59113,-0.53782,2.6389,0.70177,0.058525,-0.47201,1
0.1678,-0.015236,-1.2179,-0.93173,1.5695,-1.6359,1.5676,-0.14917,-0.52764,0.64104,0.67969,-0.91763,-0.1295,-1.3491,-1.49,-0.20932,-0.99464,0.054182,-0.71716,-0.40905,-0.99152,-0.28132,-0.4733,2.0759,0.50654,3.0455,-0.87871,0.59025,0.50873,1
2.6339,0.18741,-0.99294,-0.83174,1.5772,-1.7733,1.484,-0.065305,-0.26319,0.49628,0.39305,-1.2304,-0.20398,0.12363,-0.092799,1.9412,0.88377,0.6391,-0.91719,4.3579,0.5833,0.92378,0.99328,-0.043975,-0.42416,1.1795,0.85308,0.81569,0.43522,1
2.2185,-1.3493,-1.1549,2.3521,-1.1629,0.69804,0.54539,-0.53137,-1.4168,1.2575,0.044173,0.35129,-0.64221,2.198,-0.66185,0.18407,-0.18727,1.1465,-0.9914,1.0185,0.26121,-0.22008,-0.32459,-0.80755,-0.94962,-0.87507,-1.1099,0.079997,-1.0273,1
-0.78344,-0.67932,-0.4731,-0.5984,1.4035,-1.7029,1.9908,-0.84349,-0.52845,1.4271,-1.2641,0.62717,-0.19582,1.5809,1.7172,-0.79135,-1.0227,1.4561,-0.84886,-0.92598,-1.1133,-0.35792,-0.47802,-0.54292,-0.066709,0.28961,1.9558,1.2499,0.59756,1
-0.8409,-0.76295,-0.55419,-0.60437,1.3964,-1.6979,1.9373,-0.96625,-0.71904,1.4439,-1.2845,0.67683,-0.27873,2.673,-0.65653,-0.80722,-1.0547,1.6995,-1.3499,-0.93792,-1.1065,-0.35836,-0.47978,-1.058,-1.0442,-0.99948,-0.93937,1.3067,0.44672,1
0.53595,0.23552,-1.083,-1.0358,1.4999,-1.6313,1.7167,0.082419,-0.053527,0.66877,0.647,-1.2249,-0.39058,-1.1249,-0.86601,-0.17149,-0.86803,0.15398,-0.84704,-0.1562,-0.93257,-0.27504,-0.45647,1.0639,-0.33749,2.5723,0.056228,0.55736,0.36494,1
0.54172,0.01874,-1.3009,-1.0445,1.5894,-1.6075,1.5924,-0.16749,-0.41798,0.61707,0.76549,-0.95576,-0.10188,-1.2666,-1.2588,-0.19274,-0.96476,0.31554,-1.0752,-0.22614,-1.0081,-0.27999,-0.47051,1.2775,-0.67911,2.8389,-0.66357,0.67948,0.48224,1
0.51724,0.046327,-1.2225,-0.98745,1.5641,-1.6162,1.6056,-0.10855,-0.41887,0.61197,0.94976,-0.64669,0.1689,-1.2625,-1.2666,-0.19567,-0.93809,0.29563,-0.85666,-0.22644,-0.99626,-0.2805,-0.46786,1.2479,-0.62915,2.811,-0.39643,0.67722,0.50155,1
2.4382,0.22447,-1.0691,-0.99849,1.5872,-1.5757,1.5673,-0.095347,-0.2064,0.47035,0.64861,-1.16,0.13274,-0.34233,0.13875,1.9219,0.16705,0.42047,-0.65626,3.8428,0.47777,0.85932,0.10299,0.2793,0.027881,1.6426,0.89386,0.63582,0.31127,1
-0.66987,0.097755,0.095172,-0.28766,1.5232,-1.6606,1.8032,-0.91089,-0.6063,1.2406,-1.1997,0.57979,-0.48654,0.19074,0.15562,-0.71286,-0.9785,0.36218,-0.70678,-0.80341,-1.0485,-0.3559,-0.47482,-0.44248,-0.40581,-0.072912,0.35839,0.79357,0.60354,1
2.4167,0.17931,-1.1965,-1.116,1.4922,-1.641,1.621,0.00061448,0.1463,0.94877,0.75372,-1.3557,-0.40649,-0.46586,-0.4437,1.865,0.032916,0.48555,-0.89516,3.7248,0.44517,0.8082,0.033316,0.30183,-0.6191,1.8134,0.62472,0.68738,0.32306,1
1.0421,-1.09,-1.4717,0.89788,-0.99556,0.60482,-0.9851,0.55809,-0.50192,0.5885,-1.7838,1.4181,-0.65029,1.2251,0.32682,-0.37217,-0.73842,0.67071,-0.69255,0.069917,-0.4113,-0.33457,-0.46439,-0.90737,-0.98408,-0.93315,-1.1251,0.22528,-0.32082,1
0.55355,0.17245,-1.1542,-1.0679,1.4766,-1.6623,1.6595,0.065406,-0.012528,0.86203,0.77536,-1.1639,-0.30996,-1.1399,-0.7284,-0.16179,-0.84305,0.20335,-1.1856,-0.16673,-0.94226,-0.27202,-0.43052,1.1449,-0.38586,2.6016,0.1185,0.60287,0.41024,1
0.93608,-1.8109,0.77092,0.64515,0.33372,0.47446,-0.63764,0.070987,0.4191,-1.2307,0.077932,-0.72679,0.21451,-0.89713,1.5157,-0.12046,-0.68564,-0.3003,-0.86888,0.04339,-0.26828,-0.26734,-0.43717,0.88106,-0.090632,2.528,1.5166,-0.05825,-0.55407,1
