1.1687,-1.0553,-2.7038,-3.0131,0.21028,-1.7312,0.83677,0.1471,0.69477,-0.2133,1
-1.8879,1.0796,3.6347,-0.55687,-1.8647,0.24531,2.8561,-0.21617,-0.97267,0.47997,1
-2.2691,-2.9496,2.1658,1.2949,0.38402,-1.6429,0.60559,0.67933,0.83714,-1.028,1
0.4166,0.24749,-0.6834,1.3441,-0.62754,-2.1503,-0.21962,-2.4212,-0.054773,0.94427,1
1.0692,-3.2463,0.12216,1.0512,-0.86216,-3.3065,-1.7742,-0.47366,-1.1745,-0.84218,1
2.7342,0.54319,4.0748,-1.5393,-1.0517,-3.7293,-0.87051,-0.49223,-1.3389,0.69675,1
-1.731,2.5045,0.58275,-1.7893,2.1887,-3.1061,0.54974,-0.23127,1.2135,0.56042,1
-2.6909,-2.8144,2.422,1.509,0.082075,-2.0858,0.74866,0.87869,1.1661,-0.98089,1
-3.7809,-2.4545,1.9925,-1.3442,0.7317,-1.9726,-0.85582,0.68847,2.042,-1.4697,1
0.72189,-2.9645,0.46725,0.53222,-1.1464,-3.3101,-1.3643,-0.34103,-1.0811,-0.28041,1
0.5425,-2.9759,0.34936,0.23418,-1.0388,-3.6245,-1.8925,-0.49286,-1.1134,-0.61478,1
0.6257,-2.9421,0.353,0.45231,-1.0979,-3.4934,-1.7582,-0.46783,-1.0547,-0.65785,1
2.7181,-0.083441,3.2996,-0.8286,-1.3185,-3.8148,-0.60118,-0.57739,-1.6236,0.88548,1
-1.7346,-3.2826,1.4466,0.16388,0.80133,-1.3025,-0.13461,-0.0016085,0.76486,-0.98073,1
2.5445,-0.36547,3.1838,-1.2106,-1.1192,-4.0932,-1.2402,-0.52733,-1.5368,1.164,1
-2.6719,1.5956,-0.059952,-0.95481,2.6151,-1.607,0.68313,-0.062091,0.73377,0.39926,1
0.74662,-2.9573,0.47368,0.57434,-1.1577,-3.5186,-1.4485,-0.25833,-0.94202,-0.24563,1
0.53835,0.27838,-0.47584,2.1645,-0.99176,-1.8682,0.88576,-2.0719,-0.15447,0.98772,1
-3.283,2.8065,0.95436,0.79123,1.5692,-0.2562,-0.00045639,-1.0616,0.98771,0.12113,1
-2.6732,0.87576,-0.37988,1.9387,2.698,-0.034135,0.41821,-1.1474,0.053052,-0.74028,1
-3.561,0.99602,-0.69194,0.62688,2.8034,-0.45684,-1.3309,-0.7626,0.71191,-1.2602,1
0.50133,-0.063546,-0.98105,1.2321,-0.52909,-2.0727,-0.37298,-2.3907,0.13567,0.87624,1
2.8293,-0.37805,3.3119,-0.84055,-1.0411,-3.9741,-1.1956,-0.41751,-1.4023,0.88011,1
-2.299,2.3516,1.8759,-1.385,-0.51033,-0.88948,-0.43769,-0.72065,-0.01519,-0.43388,1
-2.5848,0.7002,-0.58837,-0.77351,-0.73473,0.023502,-0.61147,-0.76892,0.70613,-0.83145,1
-2.0185,0.74934,-0.41592,1.1535,-1.6717,0.22041,1.3258,-0.56379,1.0762,0.34752,1
-3.5991,2.0942,-0.72137,-1.1065,-0.33662,-1.0404,0.20056,-0.53112,2.6925,-0.72239,1
0.63943,1.7374,-0.52472,1.4952,-3.1012,0.68213,3.5201,-0.31663,1.0931,1.7182,1
-1.6579,3.55,2.0654,-0.73403,-1.7253,0.16086,2.0979,-1.0988,-0.013308,0.85901,1
-1.2124,-2.9464,1.649,1.5511,-2.143,-1.7382,-0.23131,-0.47823,0.58217,0.086168,1
-4.0583,2.4428,4.5436,3.8081,-2.7992,2.4367,1.6797,-0.14091,-0.45864,-0.60271,1
-0.62166,4.8335,3.0697,-0.57819,-1.5487,1.693,3.0743,-0.42465,-0.0079381,-0.10817,1
-1.2416,0.72437,-0.98768,0.98683,0.049354,1.1306,-0.15188,-0.8612,0.94159,-1.4548,1
-0.56134,1.422,1.3582,3.2582,-0.39393,-1.1338,1.9507,-0.20624,0.42164,-0.068665,1
